Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A151TC11	unreviewed	A0A151TC11_CAJCA	Fatty-acid--CoA ligase fadD26 (EC 6.2.1.12)	KK1_019194	Cajanus cajan (Pigeon pea) (Cajanus indicus)	581
A0A173ZB41	unreviewed	A0A173ZB41_9BIFI	AMP-binding protein (Long-chain-fatty acid CoA ligase (EC 6.2.1.12, EC 6.2.1.3))	ERS852455_00993 GT841_03290	Bifidobacterium pseudocatenulatum	678
A0A178W9C1	unreviewed	A0A178W9C1_ARATH	4-coumarate-CoA ligase (4-coumarate-CoA ligase 1 (EC 6.2.1.12))	4cl1 4CL	Arabidopsis thaliana (Mouse-ear cress)	561
A0A1B1KCD6	unreviewed	A0A1B1KCD6_RHOOP	Putative 4-coumarate-CoA ligase 5 (EC 6.2.1.12)	ccl R1CP_28070	Rhodococcus opacus (Nocardia opaca)	530
A0A1B3M2G6	unreviewed	A0A1B3M2G6_9BURK	4-coumarate--CoA ligase (EC 6.2.1.12)	pcl BSY239_3343	Hydrogenophaga sp. RAC07	419
A0A1D1XG50	unreviewed	A0A1D1XG50_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE16_4 g.121585	Anthurium amnicola	729
A0A1D1XHI3	unreviewed	A0A1D1XHI3_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	LACS9_4 g.87615	Anthurium amnicola	697
A0A1D1XND2	unreviewed	A0A1D1XND2_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE20 g.123830	Anthurium amnicola	467
A0A1D1XR11	unreviewed	A0A1D1XR11_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	SPBP4H10.11c_1 g.38281	Anthurium amnicola	682
A0A1D1Y0Z7	unreviewed	A0A1D1Y0Z7_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE7_0 g.56046	Anthurium amnicola	567
A0A1D1Y9J4	unreviewed	A0A1D1Y9J4_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CLL7_2 g.108330	Anthurium amnicola	546
A0A1D1YBJ4	unreviewed	A0A1D1YBJ4_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE16_1 g.121581	Anthurium amnicola	734
A0A1D1YDS6	unreviewed	A0A1D1YDS6_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE14_1 g.74542	Anthurium amnicola	455
A0A1D1YIT3	unreviewed	A0A1D1YIT3_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE5 g.66337	Anthurium amnicola	581
A0A1D1YJW2	unreviewed	A0A1D1YJW2_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	LACS4_13 g.80490	Anthurium amnicola	498
A0A1D1YND9	unreviewed	A0A1D1YND9_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL2_4 g.131648	Anthurium amnicola	214
A0A1D1YSF3	unreviewed	A0A1D1YSF3_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE13_2 g.93656	Anthurium amnicola	609
A0A1D1YU48	unreviewed	A0A1D1YU48_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE16_0 g.121584	Anthurium amnicola	733
A0A1D1YVB8	unreviewed	A0A1D1YVB8_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE16_2 g.121588	Anthurium amnicola	615
A0A1D1YVN2	unreviewed	A0A1D1YVN2_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CLL8 g.108337	Anthurium amnicola	262
A0A1D1Z3F4	unreviewed	A0A1D1Z3F4_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CLL9_2 g.119520	Anthurium amnicola	547
A0A1D1Z3V4	unreviewed	A0A1D1Z3V4_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	AAE16_5 g.121586	Anthurium amnicola	731
A0A1D1ZE76	unreviewed	A0A1D1ZE76_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CLL5_4 g.119527	Anthurium amnicola	389
A0A1D1ZKT5	unreviewed	A0A1D1ZKT5_9ARAE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CLL9_7 g.119522	Anthurium amnicola	547
A0A1K0IWL2	unreviewed	A0A1K0IWL2_CUPNE	4-Coumarate-CoA ligase (EC 6.2.1.12)	CNECB9_3920010	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)	527
A0A1L7H9I4	unreviewed	A0A1L7H9I4_KITPR	4-Coumarate:CoA ligase 10 (EC 6.2.1.12)	4CL10	Kitagawia praeruptora (Peucedanum praeruptorum)	521
A0A1L7H9K0	unreviewed	A0A1L7H9K0_KITPR	4-Coumarate:CoA ligase 7 (EC 6.2.1.12)	4CL7	Kitagawia praeruptora (Peucedanum praeruptorum)	542
A0A1L7H9K1	unreviewed	A0A1L7H9K1_KITPR	4-Coumarate:CoA ligase 1 (EC 6.2.1.12)	4CL1	Kitagawia praeruptora (Peucedanum praeruptorum)	543
A0A1Q8JQG4	unreviewed	A0A1Q8JQG4_9PSEU	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	Ae356Ps1_4353c	Pseudonocardia sp. Ae356_Ps1	523
A0A1Q8KWH7	unreviewed	A0A1Q8KWH7_9PSEU	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	Ae707Ps1_5182c	Pseudonocardia sp. Ae707_Ps1	525
A0A1Q8LB25	unreviewed	A0A1Q8LB25_9PSEU	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	Ae706Ps2_4439	Pseudonocardia sp. Ae706_Ps2	525
A0A1Q8LYL7	unreviewed	A0A1Q8LYL7_9PSEU	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	Ae717Ps2_4764c	Pseudonocardia sp. Ae717_Ps2	525
A0A1R3L586	unreviewed	A0A1R3L586_ASPOF	4-coumarate--CoA ligase (EC 6.2.1.12)	A4U43_UnF11680	Asparagus officinalis (Garden asparagus)	209
A0A1R3L5D7	unreviewed	A0A1R3L5D7_ASPOF	4-coumarate--CoA ligase (EC 6.2.1.12)	A4U43_UnF10860	Asparagus officinalis (Garden asparagus)	218
A0A1R4J313	unreviewed	A0A1R4J313_9MICO	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	FM104_05290	Microbacterium esteraromaticum	524
A0A1R4K152	unreviewed	A0A1R4K152_9ACTN	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	FM114_10690	Luteococcus japonicus LSP_Lj1	542
A0A1V0Q1D3	unreviewed	A0A1V0Q1D3_9RHOB	4-coumarate--CoA ligase (EC 6.2.1.12)	RGUI_4054	Rhodovulum sp. P5	415
A0A1Y5P4I1	unreviewed	A0A1Y5P4I1_9MYCO	4-coumarate--CoA ligase (EC 6.2.1.12)	MHPYR_100015	uncultured Mycobacterium sp	464
A0A1Y5PR45	unreviewed	A0A1Y5PR45_9MYCO	O-succinylbenzoate--CoA ligase., 4-coumarate--CoA ligase (EC 6.2.1.12, EC 6.2.1.26)	MHPYR_90159	uncultured Mycobacterium sp	1056
A0A1Z5JSB2	unreviewed	A0A1Z5JSB2_FISSO	4-coumarate--CoA ligase (EC 6.2.1.12)	FisN_5Hh284	Fistulifera solaris (Oleaginous diatom)	572
A0A212KL30	unreviewed	A0A212KL30_9BACT	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	KM92DES2_20463	uncultured Desulfovibrio sp	403
A0A238D4L2	unreviewed	A0A238D4L2_THIDL	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	THIARS_60823	Thiomonas delicata (Thiomonas cuprina)	455
A0A248SMI4	unreviewed	A0A248SMI4_LILRE	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL	Lilium regale (Regal lily)	548
A0A251S3V4	unreviewed	A0A251S3V4_HELAN	4-coumarate--CoA ligase (EC 6.2.1.12) (Putative benzoyloxyglucosinolate 1)	BZO1 HannXRQ_Chr16g0532361 HanXRQr2_Chr16g0778021	Helianthus annuus (Common sunflower)	572
A0A251SWK5	unreviewed	A0A251SWK5_HELAN	4-coumarate--CoA ligase (EC 6.2.1.12) (Putative AMP-dependent synthetase/ligase, AMP-binding enzyme C-terminal domain protein)	HannXRQ_Chr13g0417651 HanXRQr2_Chr13g0607041	Helianthus annuus (Common sunflower)	553
A0A251TM12	unreviewed	A0A251TM12_HELAN	4-coumarate--CoA ligase (EC 6.2.1.12) (Putative AMP-dependent synthetase/ligase)	HannXRQ_Chr10g0306711 HanXRQr2_Chr10g0451981	Helianthus annuus (Common sunflower)	115
A0A251UPR7	unreviewed	A0A251UPR7_HELAN	4-coumarate--CoA ligase (EC 6.2.1.12) (Putative AMP-dependent synthetase/ligase)	HannXRQ_Chr05g0143051 HanXRQr2_Chr05g0207481	Helianthus annuus (Common sunflower)	115
A0A286SF40	unreviewed	A0A286SF40_9BORA	4-coumarate:CoA ligase 3 (EC 6.2.1.12)	4CL3	Buglossoides arvensis	590
A0A290WPG0	unreviewed	A0A290WPG0_DENOF	4-coumarate--CoA ligase (EC 6.2.1.12)		Dendrobium officinale (Orchid)	393
A0A291SRV8	unreviewed	A0A291SRV8_STRMQ	4-coumarate--CoA ligase 1 (EC 6.2.1.12) (4-coumarate:CoA ligase)	SMALA_3405 SMALB_4326	Streptomyces malaysiensis	527
A0A2G9HB11	unreviewed	A0A2G9HB11_9LAMI	4-coumarate--CoA ligase (EC 6.2.1.12)	CDL12_12708	Handroanthus impetiginosus	208
A0A2G9HSM1	unreviewed	A0A2G9HSM1_9LAMI	4-coumarate--CoA ligase (EC 6.2.1.12)	CDL12_06771	Handroanthus impetiginosus	183
A0A2H4UXX2	unreviewed	A0A2H4UXX2_IRIDM	4-coumarate--CoA ligase (EC 6.2.1.12)		Iris domestica (Leopard lily) (Belamcanda chinensis)	543
A0A2H9ZZH0	unreviewed	A0A2H9ZZH0_9ASPA	Putative 4-coumarate--CoA ligase 3 (EC 6.2.1.12)	4CL3 AXF42_Ash018517	Apostasia shenzhenica	210
A0A2I0BEK7	unreviewed	A0A2I0BEK7_9ASPA	4-coumarate--CoA ligase (EC 6.2.1.12)	AXF42_Ash006926	Apostasia shenzhenica	1220
A0A2I0VFY4	unreviewed	A0A2I0VFY4_9ASPA	4-coumarate--CoA ligase (EC 6.2.1.12)	MA16_Dca025352	Dendrobium catenatum	996
A0A2I6QKG5	unreviewed	A0A2I6QKG5_9BACT	4-coumarate--CoA ligase 1 (EC 6.2.1.12)		uncultured bacterium	521
A0A2P6PQ38	unreviewed	A0A2P6PQ38_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr6g0268031	Rosa chinensis (China rose)	609
A0A2P6PS04	unreviewed	A0A2P6PS04_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr6g0275221	Rosa chinensis (China rose)	554
A0A2P6Q724	unreviewed	A0A2P6Q724_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr5g0019731	Rosa chinensis (China rose)	69
A0A2P6QED3	unreviewed	A0A2P6QED3_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr5g0047491	Rosa chinensis (China rose)	85
A0A2P6QGU5	unreviewed	A0A2P6QGU5_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr5g0057231	Rosa chinensis (China rose)	282
A0A2P6QGX3	unreviewed	A0A2P6QGX3_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr5g0057421	Rosa chinensis (China rose)	133
A0A2P6QGX5	unreviewed	A0A2P6QGX5_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr5g0057431	Rosa chinensis (China rose)	111
A0A2P6QK73	unreviewed	A0A2P6QK73_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr5g0070591	Rosa chinensis (China rose)	76
A0A2P6QN33	unreviewed	A0A2P6QN33_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr5g0081661	Rosa chinensis (China rose)	74
A0A2P6R144	unreviewed	A0A2P6R144_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr4g0432931	Rosa chinensis (China rose)	133
A0A2P6R5F6	unreviewed	A0A2P6R5F6_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr3g0449261	Rosa chinensis (China rose)	84
A0A2P6RFI4	unreviewed	A0A2P6RFI4_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr3g0487461	Rosa chinensis (China rose)	555
A0A2P6RFJ3	unreviewed	A0A2P6RFJ3_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr3g0487571	Rosa chinensis (China rose)	487
A0A2P6RFJ6	unreviewed	A0A2P6RFJ6_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr3g0487561	Rosa chinensis (China rose)	52
A0A2P6RFK7	unreviewed	A0A2P6RFK7_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr3g0487741	Rosa chinensis (China rose)	534
A0A2P6RFL3	unreviewed	A0A2P6RFL3_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr3g0487511	Rosa chinensis (China rose)	555
A0A2P6RFS5	unreviewed	A0A2P6RFS5_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr3g0488561	Rosa chinensis (China rose)	583
A0A2P6RFT3	unreviewed	A0A2P6RFT3_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr3g0488571	Rosa chinensis (China rose)	572
A0A2P6RLE8	unreviewed	A0A2P6RLE8_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr2g0097611	Rosa chinensis (China rose)	343
A0A2P6RTZ9	unreviewed	A0A2P6RTZ9_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr2g0127181	Rosa chinensis (China rose)	85
A0A2P6RYY4	unreviewed	A0A2P6RYY4_ROSCH	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	RchiOBHm_Chr2g0146681	Rosa chinensis (China rose)	602
A0A2P9I0R1	unreviewed	A0A2P9I0R1_9ACTN	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	KIS93_00896	Actinomadura parvosata subsp. kistnae	525
A0A2Z3J567	unreviewed	A0A2Z3J567_9GAMM	4-coumarate--CoA ligase (EC 6.2.1.12)	SALB1_1332	Salinisphaera sp. LB1	404
A0A2Z3JD15	unreviewed	A0A2Z3JD15_9GAMM	4-coumarate--CoA ligase (EC 6.2.1.12)	SALB1_2009	Salinisphaera sp. LB1	365
A0A330HD93	unreviewed	A0A330HD93_9RHOB	4-coumarate--CoA ligase (EC 6.2.1.12)	pcl DDV93_11405	Cereibacter johrii	411
A0A346TLE9	unreviewed	A0A346TLE9_NARPA	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL2	Narcissus papyraceus (Paperwhite narcissus)	560
A0A346TLF0	unreviewed	A0A346TLF0_NARPA	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL3	Narcissus papyraceus (Paperwhite narcissus)	537
A0A346TLF1	unreviewed	A0A346TLF1_NARPA	4-coumarate--CoA ligase (EC 6.2.1.12)	4CL4	Narcissus papyraceus (Paperwhite narcissus)	550
A0A378T771	unreviewed	A0A378T771_9MYCO	4-coumarate CoA ligase (EC 6.2.1.12, EC 6.2.1.3)	fadD_7 NCTC4524_03003	Mycolicibacterium senegalense	528
A0A378U7A3	unreviewed	A0A378U7A3_MYCFO	4-coumarate CoA ligase (EC 6.2.1.12, EC 6.2.1.3)	fadD_6 NCTC1542_00819	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	369
A0A378U7I1	unreviewed	A0A378U7I1_MYCFO	4-coumarate CoA ligase (EC 6.2.1.12, EC 6.2.1.3)	fadD_5 NCTC1542_00818	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	159
A0A396HSQ5	unreviewed	A0A396HSQ5_MEDTR	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	MtrunA17_Chr5g0406681	Medicago truncatula (Barrel medic) (Medicago tribuloides)	575
A0A396I4Y2	unreviewed	A0A396I4Y2_MEDTR	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	MtrunA17_Chr4g0028451	Medicago truncatula (Barrel medic) (Medicago tribuloides)	110
A0A396JED6	unreviewed	A0A396JED6_MEDTR	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	MtrunA17_Chr2g0334131	Medicago truncatula (Barrel medic) (Medicago tribuloides)	286
A0A396JJZ0	unreviewed	A0A396JJZ0_MEDTR	Putative 4-coumarate--CoA ligase (EC 6.2.1.12)	MtrunA17_Chr2g0334121	Medicago truncatula (Barrel medic) (Medicago tribuloides)	208
A0A3B0SLZ3	unreviewed	A0A3B0SLZ3_9ZZZZ	4-coumarate--CoA ligase (EC 6.2.1.12)	MNBD_ALPHA05-2138	hydrothermal vent metagenome	395
A0A3G2S1L5	unreviewed	A0A3G2S1L5_9BASI	Putative 4-coumarate--CoA ligase 1 (EC 6.2.1.12)	4cl1 DNF11_0706	Malassezia restricta CBS 7877	583
A0A3G3CBB7	unreviewed	A0A3G3CBB7_9MAGN	4-coumarate--CoA ligase (EC 6.2.1.12)		Asarum heterotropoides	540
A0A3G6WFJ4	unreviewed	A0A3G6WFJ4_CERSP	4-coumarate--CoA ligase (EC 6.2.1.12)	pcl EBL86_16745	Cereibacter sphaeroides (Rhodobacter sphaeroides)	411
A0A3S7WVG2	unreviewed	A0A3S7WVG2_LEIDO	4-coumarate:coa ligase-like protein (EC 6.2.1.12) (4-coumarate:coa_ligase-like_protein/GeneDB:LmjF.1 9.0985/GeneDB:LmjF.19.0995/GeneDB:LmjF.19.1005)	LdCL_190014800 LDHU3_19.1170	Leishmania donovani	612
A0A3S7WVH9	unreviewed	A0A3S7WVH9_LEIDO	4-coumarate:coa ligase-like protein (EC 6.2.1.12) (4-coumarate:coa_ligase-like_protein/GeneDB:LmjF.1 9.0985/GeneDB:LmjF.19.0995/GeneDB:LmjF.19.1005) (AMP-binding enzyme family protein)	CGC20_8815 LDBPK_190970 LdCL_190015000 LDHU3_19.1200	Leishmania donovani	603
A0A3S7WVL1	unreviewed	A0A3S7WVL1_LEIDO	4-coumarate:coa ligase-like protein (EC 6.2.1.12)	LdCL_190014900	Leishmania donovani	567
A0A426WXQ9	unreviewed	A0A426WXQ9_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00057310	Ensete ventricosum (Abyssinian banana) (Musa ensete)	584
A0A426X1C9	unreviewed	A0A426X1C9_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00058842	Ensete ventricosum (Abyssinian banana) (Musa ensete)	646
A0A426X1P0	unreviewed	A0A426X1P0_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00058308	Ensete ventricosum (Abyssinian banana) (Musa ensete)	434
A0A426X4F9	unreviewed	A0A426X4F9_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00042548	Ensete ventricosum (Abyssinian banana) (Musa ensete)	465
A0A426XEV1	unreviewed	A0A426XEV1_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00048073	Ensete ventricosum (Abyssinian banana) (Musa ensete)	526
A0A426XQG5	unreviewed	A0A426XQG5_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00044824	Ensete ventricosum (Abyssinian banana) (Musa ensete)	542
A0A426XVQ8	unreviewed	A0A426XVQ8_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00019831	Ensete ventricosum (Abyssinian banana) (Musa ensete)	336
A0A426Y167	unreviewed	A0A426Y167_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00044992	Ensete ventricosum (Abyssinian banana) (Musa ensete)	348
A0A426Y5Q5	unreviewed	A0A426Y5Q5_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00043043	Ensete ventricosum (Abyssinian banana) (Musa ensete)	605
A0A426YKN9	unreviewed	A0A426YKN9_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00018412	Ensete ventricosum (Abyssinian banana) (Musa ensete)	401
A0A426Z4W8	unreviewed	A0A426Z4W8_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00020617	Ensete ventricosum (Abyssinian banana) (Musa ensete)	569
A0A426ZA32	unreviewed	A0A426ZA32_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00029324	Ensete ventricosum (Abyssinian banana) (Musa ensete)	531
A0A426ZA63	unreviewed	A0A426ZA63_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00010422	Ensete ventricosum (Abyssinian banana) (Musa ensete)	576
A0A426ZAG9	unreviewed	A0A426ZAG9_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00013463	Ensete ventricosum (Abyssinian banana) (Musa ensete)	159
A0A426ZGJ4	unreviewed	A0A426ZGJ4_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00025591	Ensete ventricosum (Abyssinian banana) (Musa ensete)	303
A0A427A0P3	unreviewed	A0A427A0P3_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00032004	Ensete ventricosum (Abyssinian banana) (Musa ensete)	571
A0A427A2Q8	unreviewed	A0A427A2Q8_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00025472 GW17_00046281	Ensete ventricosum (Abyssinian banana) (Musa ensete)	126
A0A427A302	unreviewed	A0A427A302_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00020152	Ensete ventricosum (Abyssinian banana) (Musa ensete)	519
A0A427A841	unreviewed	A0A427A841_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00014999	Ensete ventricosum (Abyssinian banana) (Musa ensete)	457
A0A427AWL9	unreviewed	A0A427AWL9_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00004428	Ensete ventricosum (Abyssinian banana) (Musa ensete)	178
A0A427B8G7	unreviewed	A0A427B8G7_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00003271	Ensete ventricosum (Abyssinian banana) (Musa ensete)	358
A0A427B996	unreviewed	A0A427B996_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	B296_00007366	Ensete ventricosum (Abyssinian banana) (Musa ensete)	256
A0A444C343	unreviewed	A0A444C343_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00058493	Ensete ventricosum (Abyssinian banana) (Musa ensete)	329
A0A444CPJ7	unreviewed	A0A444CPJ7_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00050160	Ensete ventricosum (Abyssinian banana) (Musa ensete)	519
A0A444D4Y8	unreviewed	A0A444D4Y8_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00044356	Ensete ventricosum (Abyssinian banana) (Musa ensete)	590
A0A444DFU6	unreviewed	A0A444DFU6_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00040272	Ensete ventricosum (Abyssinian banana) (Musa ensete)	400
A0A444DHQ5	unreviewed	A0A444DHQ5_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00039540	Ensete ventricosum (Abyssinian banana) (Musa ensete)	340
A0A444DIN0	unreviewed	A0A444DIN0_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00039187	Ensete ventricosum (Abyssinian banana) (Musa ensete)	172
A0A444DZ82	unreviewed	A0A444DZ82_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00033394	Ensete ventricosum (Abyssinian banana) (Musa ensete)	576
A0A444E4Q1	unreviewed	A0A444E4Q1_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00031349	Ensete ventricosum (Abyssinian banana) (Musa ensete)	385
A0A444ENI3	unreviewed	A0A444ENI3_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00024434	Ensete ventricosum (Abyssinian banana) (Musa ensete)	658
A0A444F459	unreviewed	A0A444F459_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00018640	Ensete ventricosum (Abyssinian banana) (Musa ensete)	437
A0A444FRM0	unreviewed	A0A444FRM0_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00010433	Ensete ventricosum (Abyssinian banana) (Musa ensete)	534
A0A444FVN2	unreviewed	A0A444FVN2_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00008916	Ensete ventricosum (Abyssinian banana) (Musa ensete)	361
A0A444G0G6	unreviewed	A0A444G0G6_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	BHM03_00000934 GW17_00007186	Ensete ventricosum (Abyssinian banana) (Musa ensete)	264
A0A444G4I9	unreviewed	A0A444G4I9_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00005663	Ensete ventricosum (Abyssinian banana) (Musa ensete)	549
A0A444G4R1	unreviewed	A0A444G4R1_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00005618	Ensete ventricosum (Abyssinian banana) (Musa ensete)	350
A0A444GB18	unreviewed	A0A444GB18_ENSVE	4-coumarate--CoA ligase (EC 6.2.1.12)	GW17_00003285	Ensete ventricosum (Abyssinian banana) (Musa ensete)	628
A0A498HH51	unreviewed	A0A498HH51_MALDO	Cinnamate:CoA ligase (EC 6.2.1.12)	DVH24_030784	Malus domestica (Apple) (Pyrus malus)	574
A0A4P7Z3Z8	unreviewed	A0A4P7Z3Z8_9PROT	4-coumarate--CoA ligase (EC 6.2.1.12)	pcl E6C67_18905	Azospirillum sp. TSA2s	409
A0A4P8P8N0	unreviewed	A0A4P8P8N0_PLEER	4-Coumarate:CoA ligase (EC 6.2.1.12)	4CL2	Pleurotus eryngii (Boletus of the steppes)	540
A0A4P8P8V5	unreviewed	A0A4P8P8V5_PLEER	4-Coumarate:CoA ligase (EC 6.2.1.12)	4CL1	Pleurotus eryngii (Boletus of the steppes)	593
A0A4P8P9L3	unreviewed	A0A4P8P9L3_PLEER	4-Coumarate:CoA ligase (EC 6.2.1.12)	4CL4	Pleurotus eryngii (Boletus of the steppes)	337
A0A4P8PCT8	unreviewed	A0A4P8PCT8_PLEER	4-Coumarate:CoA ligase (EC 6.2.1.12)	4CL3	Pleurotus eryngii (Boletus of the steppes)	469
A0A4Q4DFX6	unreviewed	A0A4Q4DFX6_9ACTN	4-coumarate--CoA ligase 1 (EC 6.2.1.12)	CU044_5261	Streptomyces sp. L-9-10	531
A0A4S8IA95	unreviewed	A0A4S8IA95_MUSBA	4-coumarate--CoA ligase (EC 6.2.1.12)	C4D60_Mb02t12170	Musa balbisiana (Banana)	566
A0A4S8IEE0	unreviewed	A0A4S8IEE0_MUSBA	4-coumarate--CoA ligase (EC 6.2.1.12)	C4D60_Mb09t06190	Musa balbisiana (Banana)	710
A0A4S8IJ20	unreviewed	A0A4S8IJ20_MUSBA	4-coumarate--CoA ligase (EC 6.2.1.12)	C4D60_Mb09t15110	Musa balbisiana (Banana)	538
